,Layertype,x_pos,y_pos
4508,GCL/IPL,11759.21649484536,7893.432989690722
4509,RMS,12086.28846153846,7899.301282051282
4510,GCL/IPL,12344.884773662552,7899.6625514403295
4511,GCL/IPL,12399.076576576575,7895.873873873874
4512,RMS,12804.142857142857,7895.135714285714
4513,RMS,13046.41605839416,7896.43795620438
4514,GCL/IPL,11254.60258780037,7902.20887245841
4515,RMS,12239.420731707318,7900.323170731707
4516,GCL/IPL,13850.626139817628,7906.829787234043
4517,GCL/IPL,13903.66,7898.973333333333
4518,GL,14705.535714285714,7900.173469387755
4519,GCL/IPL,11389.040404040405,7906.335858585859
4520,GCL/IPL,11829.989966555184,7900.6822742474915
4521,RMS,12187.364705882354,7897.194117647059
4522,RMS,12903.072727272727,7900.436363636363
4523,RMS,13017.670588235294,7897.447058823529
4524,RMS,13448.923076923076,7900.745562130178
4525,RMS,13678.108280254775,7906.133757961784
4526,GCL/IPL,14187.317689530686,7903.158844765343
4527,MCL,14335.670498084291,7899.091954022989
4528,GCL/IPL,11508.555282555282,7903.061425061425
4529,GCL/IPL,11921.89641434263,7903.844621513944
4530,RMS,12120.656862745098,7903.75
4531,GCL/IPL,12437.5828313253,7906.875
4532,RMS,13465.096354166666,7917.713541666667
4533,GCL/IPL,13953.30357142857,7906.9077380952385
4534,GCL/IPL,14082.93528183716,7915.375782881002
4535,EPL,10930.059016393445,7910.101639344262
4536,GCL/IPL,11547.84892086331,7902.892086330935
4537,GCL/IPL,11648.682584269663,7907.592696629214
4538,GCL/IPL,11737.682926829268,7904.512195121952
4539,GCL/IPL,12577.990566037735,7898.377358490566
4540,RMS,12687.542372881357,7901.1016949152545
4541,RMS,12723.296666666669,7904.643333333333
4542,RMS,12753.73015873016,7907.269841269841
4543,RMS,13216.254658385093,7903.385093167702
4544,RMS,13378.695652173914,7907.394927536232
4545,RMS,13506.092526690392,7904.91103202847
4546,GCL/IPL,14253.552325581397,7904.186046511628
4547,EPL,14437.225563909777,7905.763157894737
4548,GCL/IPL,11308.640845070422,7908.207746478874
4549,GCL/IPL,11682.386206896552,7904.048275862069
4550,RMS,12009.938775510203,7904.231292517007
4551,RMS,12074.94099378882,7916.173913043478
4552,GCL/IPL,12651.314606741573,7903.5842696629215
4553,RMS,12963.309523809525,7908.171428571429
4554,RMS,13135.0,7909.529411764706
4555,RMS,13172.207142857143,7905.935714285714
4556,RMS,13558.176923076922,7904.069230769231
4557,GCL/IPL,13708.123931623932,7904.679487179487
4558,GCL/IPL,14219.199312714776,7909.914089347079
4559,GCL/IPL,14292.139479905438,7913.905437352246
4560,MCL,14386.32,7909.856470588235
4561,GCL/IPL,11221.723653395784,7912.608899297424
4562,RMS,11982.598662207358,7908.454849498327
4563,RMS,12666.632075471698,7904.792452830188
4564,RMS,12839.892857142857,7904.857142857143
4565,RMS,12859.475609756097,7909.434959349594
4566,RMS,13094.910780669145,7909.263940520446
4567,RMS,13234.82258064516,7907.907258064516
4568,RMS,13256.970802919708,7912.5790754257905
4569,RMS,13650.408653846154,7907.509615384615
4570,GCL/IPL,14124.20781893004,7920.109053497942
4571,EPL,14410.427586206895,7905.358620689655
4572,EPL,14545.64705882353,7905.035294117647
4573,EPL,10828.527638190955,7911.929648241206
4574,MCL,11086.833333333334,7911.061594202899
4575,GCL/IPL,11810.79908675799,7914.474885844749
4576,GCL/IPL,11876.25352112676,7906.478873239436
4577,GCL/IPL,11894.006451612904,7909.858064516129
4578,RMS,12198.273291925463,7909.596273291925
4579,RMS,13631.37037037037,7908.8592592592595
4580,GCL/IPL,13932.766666666666,7908.611111111111
4581,MCL,14355.847645429363,7914.404432132964
4582,EPL,14457.924778761062,7913.672566371682
4583,GCL/IPL,11437.596899224804,7914.728682170543
4584,RMS,12327.176470588236,7913.836134453782
4585,GCL/IPL,12405.17441860465,7912.343023255814
4586,GCL/IPL,12528.766961651918,7911.837758112094
4587,RMS,12812.981132075472,7909.726415094339
4588,RMS,13421.135416666666,7913.09375
4589,GCL/IPL,13730.18309859155,7909.295774647887
4590,GCL/IPL,14106.513513513511,7909.315315315315
4591,ONL,14799.683673469388,7909.071428571428
4592,EPL,10972.90099009901,7910.950495049505
4593,GCL/IPL,11477.231578947369,7914.757894736842
4594,GCL/IPL,11717.87786259542,7919.081424936387
4595,GCL/IPL,12560.62408759124,7914.21897810219
4596,EPL,14664.58208955224,7915.477611940299
4597,ONL,14745.029268292685,7918.419512195122
4598,GL,10721.746153846154,7916.184615384615
4599,GCL/IPL,11161.542307692309,7917.7
4600,GCL/IPL,11342.33777777778,7928.166666666667
4601,GCL/IPL,11593.551111111112,7914.546666666667
4602,RMS,12049.55910543131,7918.130990415336
4603,RMS,12139.183962264153,7918.231132075472
4604,RMS,12380.20353982301,7919.542772861357
4605,GCL/IPL,12596.108695652174,7913.29347826087
4606,RMS,13028.208333333334,7916.270833333333
4607,GCL/IPL,14145.6,7918.285714285715
4608,ONL,10617.12925170068,7920.707482993197
4609,MCL,11061.426605504586,7923.850917431193
4610,GCL/IPL,11563.14465408805,7920.179245283019
4611,GCL/IPL,11761.817391304348,7913.939130434783
4612,GCL/IPL,13899.106557377048,7917.709016393443
4613,GCL/IPL,13972.110151187904,7926.097192224622
4614,EPL,14607.200520833334,7924.216145833333
4615,EPL,10773.153846153846,7926.820512820513
4616,EPL,10803.265573770492,7923.042622950819
4617,RMS,12688.235668789808,7917.292993630574
4618,RMS,13060.013513513511,7916.932432432432
4619,RMS,13286.64347826087,7926.962318840579
4620,GCL/IPL,13871.285714285714,7920.988571428571
4621,ONL,14775.181102362203,7920.665354330708
4622,GCL/IPL,11269.578231292517,7925.9047619047615
4623,GCL/IPL,11846.455357142857,7920.267857142857
4624,RMS,12469.31172839506,7931.638888888889
4625,GCL/IPL,12493.884758364313,7922.695167286245
4626,RMS,12665.778350515464,7920.768041237114
4627,RMS,12889.9296875,7929.85546875
4628,RMS,13528.350746268658,7920.619402985075
4629,MCL,11116.173652694612,7920.377245508982
4630,GCL/IPL,11678.691860465116,7921.28488372093
4631,RMS,12163.865384615385,7926.266025641025
4632,RMS,12238.308641975307,7926.453703703703
4633,RMS,13703.80303030303,7922.05303030303
4634,GCL/IPL,13995.882681564246,7925.709497206704
4635,GCL/IPL,14056.310483870968,7923.16129032258
4636,GCL/IPL,14260.02564102564,7924.753846153846
4637,EPL,14426.30241935484,7928.927419354839
4638,GL,14709.889705882351,7924.41544117647
4639,EPL,11033.537190082645,7924.181818181818
4640,GCL/IPL,11303.513333333334,7927.973333333333
4641,GCL/IPL,11611.640926640926,7929.478764478765
4642,RMS,12187.29197080292,7924.912408759124
4643,RMS,12742.943396226416,7927.522012578616
4644,RMS,12784.916666666666,7925.238095238095
4645,RMS,12931.30031948882,7926.022364217252
4646,RMS,13182.785100286534,7929.269340974212
4647,RMS,13336.042328042327,7924.555555555556
4648,RMS,13408.385321100915,7927.678899082569
4649,RMS,13496.009615384615,7925.057692307692
4650,RMS,13551.68125,7923.1375
4651,RMS,13583.799212598426,7925.114173228347
4652,RMS,13722.887323943662,7925.131455399061
4653,GCL/IPL,14189.280241935485,7927.387096774193
4654,GCL/IPL,11198.033149171271,7928.149171270718
4655,GCL/IPL,11378.410138248848,7928.603686635944
4656,GCL/IPL,11404.267515923568,7927.929936305733
4657,GCL/IPL,11513.614958448754,7930.908587257618
4658,GCL/IPL,11953.900383141765,7929.187739463601
4659,RMS,12262.74647887324,7929.957746478874
4660,RMS,13015.107142857143,7924.205357142857
4661,GCL/IPL,13935.1,7922.142857142857
4662,ONL,10584.012903225806,7938.641935483871
4663,EPL,10905.426877470356,7931.02371541502
4664,GCL/IPL,11450.570063694267,7930.8184713375795
4665,RMS,11981.155,7929.77
4666,RMS,13636.994350282486,7927.71186440678
4667,GCL/IPL,13914.668257756564,7934.859188544153
4668,ONL,14796.457579972184,7941.762169680112
4669,MCL,11094.90909090909,7933.684090909091
4670,GCL/IPL,11483.688741721857,7937.12582781457
4671,GCL/IPL,11632.414772727272,7948.276515151515
4672,GCL/IPL,11743.677083333334,7937.861111111111
4673,GCL/IPL,11871.97385620915,7933.156862745098
4674,RMS,12614.367697594502,7934.230240549828
4675,RMS,12651.758354755784,7940.19794344473
4676,RMS,13312.96,7924.94
4677,RMS,13365.5,7928.723684210527
4678,GCL/IPL,14225.818481848184,7932.930693069307
4679,GCL/IPL,14331.577235772358,7929.008130081301
4680,MCL,14379.129770992366,7930.003816793893
4681,GCL/IPL,11322.349206349209,7930.18253968254
4682,GCL/IPL,11898.025423728814,7933.906779661017
4683,RMS,12414.391836734694,7931.816326530612
4684,RMS,12532.909677419357,7933.561290322581
4685,RMS,13137.14364640884,7935.734806629835
4686,RMS,13659.0,7934.279187817259
4687,GCL/IPL,14040.18487394958,7931.193277310925
4688,GCL/IPL,14246.17857142857,7940.788961038961
4689,GCL/IPL,11816.412280701754,7938.754385964912
4690,RMS,12805.41489361702,7932.765957446809
4691,RMS,13087.9609375,7930.8125
4692,GCL/IPL,13753.04705882353,7933.129411764706
4693,GCL/IPL,13782.186046511628,7940.217054263566
4694,EPL,14574.10612244898,7940.102040816327
4695,ONL,10637.011627906975,7939.354651162791
4696,ONL,10656.10843373494,7937.475903614458
4697,RMS,12342.388235294118,7936.360784313725
4698,RMS,12689.28947368421,7935.311403508772
4699,RMS,12727.808411214954,7940.065420560748
4700,RMS,12851.593085106382,7941.454787234043
4701,RMS,13512.982142857143,7934.107142857143
4702,GL,14732.671511627908,7949.625
4703,ONL,10621.719178082192,7946.212328767123
4704,EPL,10814.407692307692,7940.123076923077
4705,MCL,11122.796703296704,7937.313186813187
4706,GCL/IPL,11364.326086956522,7948.44347826087
4707,RMS,12016.293023255814,7938.53023255814
4708,RMS,12370.620087336243,7944.048034934498
4709,RMS,12505.721461187217,7940.388127853881
4710,RMS,13487.585,7943.8575
4711,RMS,13673.752411575562,7952.75884244373
4712,GCL/IPL,14074.151351351353,7941.081081081081
4713,EPL,11003.00552486188,7943.209944751381
4714,GCL/IPL,11544.49074074074,7944.277777777777
4715,GCL/IPL,11572.507246376812,7941.094202898551
4716,GCL/IPL,11682.743455497382,7947.698952879581
4717,RMS,12320.761467889908,7941.798165137615
4718,RMS,12594.804054054051,7943.9527027027025
4719,RMS,12753.167701863356,7944.372670807454
4720,RMS,13528.839416058394,7944.496350364963
4721,GCL/IPL,14005.810924369747,7946.9789915966385
4722,GCL/IPL,14096.368421052632,7939.065789473684
4723,GCL/IPL,14284.182572614109,7945.161825726141
4724,GL,10727.485981308411,7942.514018691589
4725,EPL,10847.703448275865,7941.455172413793
4726,GCL/IPL,11269.66393442623,7944.196721311476
4727,GCL/IPL,11306.303370786516,7948.539325842697
4728,RMS,12090.5503875969,7943.806201550387
4729,RMS,12121.149122807015,7944.198830409357
4730,RMS,12400.010033444816,7946.103678929766
4731,RMS,13428.830188679243,7944.721698113208
4732,GCL/IPL,14144.189591078068,7947.0
4733,MCL,14361.36,7943.826666666667
4734,EPL,10878.54945054945,7947.725274725275
4735,MCL,11141.742331288344,7943.803680981595
4736,RMS,12259.465408805032,7944.62893081761
4737,RMS,13158.796078431373,7943.937254901961
4738,GCL/IPL,14196.180952380952,7948.216666666666
4739,GCL/IPL,14341.024193548386,7943.983870967741
4740,RMS,12567.697142857143,7948.291428571429
4741,RMS,13299.223076923075,7952.156410256411
4742,RMS,13379.53409090909,7946.363636363636
4743,RMS,13747.78431372549,7951.601307189542
4744,GCL/IPL,14050.274809160306,7946.015267175572
4745,MCL,14410.14705882353,7945.27205882353
4746,EPL,14454.241610738254,7946.402684563758
4747,GCL/IPL,11217.804733727811,7948.704142011834
4748,GCL/IPL,11439.651785714286,7947.017857142857
4749,GCL/IPL,11660.935779816513,7947.899082568807
4750,GCL/IPL,11711.40243902439,7947.884146341464
4751,RMS,12228.701149425287,7947.735632183908
4752,RMS,12915.486301369863,7956.215753424657
4753,RMS,13002.228682170542,7951.232558139535
4754,GCL/IPL,13857.08292682927,7949.907317073171
4755,GCL/IPL,13930.223684210529,7950.346491228071
4756,GCL/IPL,13960.732323232323,7948.328282828283
4757,MCL,14382.940959409594,7948.785977859778
4758,MCL,14422.719626168224,7956.002336448598
4759,EPL,10896.314285714288,7949.0952380952385
4760,GCL/IPL,11774.69696969697,7949.090909090909
4761,GCL/IPL,11818.616666666669,7961.613888888889
4762,GCL/IPL,11896.625984251968,7951.618110236221
4763,RMS,12200.272727272728,7947.233766233766
4764,RMS,12453.300291545189,7953.915451895044
4765,RMS,12972.891966759003,7953.083102493075
4766,RMS,13092.662116040956,7954.918088737201
4767,RMS,13184.507462686568,7957.361940298508
4768,RMS,13435.79191919192,7967.345454545454
4769,RMS,13609.388349514564,7950.485436893204
4770,GCL/IPL,13790.426356589149,7961.514211886305
4771,GCL/IPL,13986.988505747126,7949.9885057471265
4772,MCL,11162.58585858586,7950.181818181818
4773,GCL/IPL,11411.306306306304,7952.108108108108
4774,RMS,12544.134803921568,7957.446078431372
4775,RMS,12686.242857142855,7950.035714285715
4776,EPL,14644.511363636364,7950.659090909091
4777,MCL,11098.261044176706,7958.028112449799
4778,GCL/IPL,11395.8125,7952.458333333333
4779,GCL/IPL,11562.30452674897,7958.102880658436
4780,RMS,12890.063679245282,7963.476415094339
4781,RMS,13556.575,7955.9375
4782,EPL,14662.768472906404,7957.674876847291
4783,ONL,10650.64192139738,7959.218340611354
4784,MCL,11119.932038834952,7961.485436893204
4785,GCL/IPL,11462.537777777778,7957.68
4786,GCL/IPL,11735.357923497268,7961.169398907104
4787,GCL/IPL,11794.303921568628,7957.524509803921
4788,RMS,12343.735294117649,7956.579831932773
4789,RMS,12785.397101449274,7959.313043478261
4790,RMS,13132.614525139665,7967.575418994414
4791,RMS,13720.509174311926,7957.605504587156
4792,GCL/IPL,14055.980049875312,7966.004987531172
4793,ONL,10595.52380952381,7966.14652014652
4794,GCL/IPL,11338.424920127796,7962.35463258786
4795,RMS,11997.762845849802,7964.628458498024
4796,RMS,12181.605555555556,7959.261111111111
4797,RMS,12584.451807228916,7959.855421686747
4798,RMS,12829.15968992248,7970.317829457364
4799,RMS,12935.29596412556,7963.08071748879
4800,RMS,12956.556451612903,7970.104838709677
4801,RMS,13516.188405797102,7964.865942028986
4802,GCL/IPL,14091.86013986014,7957.13986013986
4803,GCL/IPL,14258.19266055046,7962.871559633028
4804,EPL,10949.47191011236,7962.803370786517
4805,EPL,11009.011627906975,7960.3488372093025
4806,GCL/IPL,11177.794642857143,7958.758928571428
4807,GCL/IPL,11530.18439716312,7961.858156028369
4808,RMS,12145.227436823105,7970.5306859205775
4809,RMS,12504.729411764703,7961.341176470588
4810,RMS,12865.921052631578,7962.217105263157
4811,RMS,13537.245714285717,7962.628571428571
4812,GCL/IPL,14297.362068965518,7961.0344827586205
4813,GL,10679.355263157897,7960.381578947368
4814,MCL,11138.666666666666,7963.844444444445
4815,GCL/IPL,11261.694672131149,7975.241803278688
4816,GCL/IPL,11903.0,7966.6483050847455
4817,GCL/IPL,11928.900432900433,7966.181818181818
4818,RMS,12412.81626506024,7969.0
4819,RMS,12435.487889273356,7969.522491349481
4820,RMS,13117.118279569891,7962.516129032258
4821,RMS,13585.231075697213,7971.05577689243
4822,GCL/IPL,13979.48717948718,7967.461538461538
4823,ONL,10629.485436893205,7965.766990291262
4824,GCL/IPL,11582.820388349515,7967.73786407767
4825,RMS,12360.644444444444,7968.227777777778
4826,RMS,12637.522648083625,7964.02787456446
4827,RMS,13702.27819548872,7964.684210526316
4828,GCL/IPL,13798.572864321608,7981.984924623115
4829,GCL/IPL,14029.57627118644,7967.762711864407
4830,GCL/IPL,14124.479338842975,7963.338842975207
4831,GCL/IPL,14182.980392156862,7976.941176470588
4832,GCL/IPL,14214.06379585327,7973.143540669856
4833,MCL,14383.834239130434,7968.638586956522
4834,ONL,14818.655913978497,7966.935483870968
4835,GCL/IPL,11845.097826086956,7967.211956521739
4836,GCL/IPL,11953.457142857143,7968.307142857143
4837,RMS,12163.024242424242,7967.90303030303
4838,RMS,13281.056666666667,7973.39
4839,RMS,13489.417127071823,7973.770718232045
4840,GCL/IPL,13889.53629032258,7964.971774193548
4841,GL,10698.814016172506,7976.649595687331
4842,EPL,10873.61403508772,7977.6
4843,EPL,11030.36641221374,7973.5687022900765
4844,GCL/IPL,11309.638888888889,7967.916666666667
4845,GCL/IPL,11387.146341463416,7969.263414634146
4846,GCL/IPL,11777.646464646465,7974.474747474747
4847,RMS,12127.516587677725,7975.327014218009
4848,GCL/IPL,14324.181818181818,7969.08658008658
4849,GCL/IPL,11404.056910569108,7970.747967479675
4850,RMS,12202.127516778524,7976.604026845637
4851,RMS,12310.04411764706,7973.25
4852,RMS,13031.869070208728,7971.453510436432
4853,RMS,13159.717741935485,7971.862903225807
4854,RMS,13222.550458715596,7975.467889908256
4855,RMS,13255.737430167595,7976.282122905028
4856,RMS,13360.556224899598,7982.698795180723
4857,RMS,13392.689895470385,7972.313588850174
4858,RMS,13631.4,7969.178571428572
4859,GCL/IPL,13859.754010695187,7973.590909090909
4860,GCL/IPL,13940.618226600986,7975.312807881774
4861,GCL/IPL,14004.267692307692,7975.563076923077
4862,GCL/IPL,11354.956852791878,7981.730964467005
4863,GCL/IPL,11430.6463878327,7972.536121673003
4864,RMS,12075.96551724138,7973.866995073891
4865,RMS,12259.7,7973.108333333334
4866,RMS,12389.05,7972.425
4867,RMS,13335.14696485623,7975.875399361023
4868,GCL/IPL,11183.877094972067,7975.391061452514
4869,GCL/IPL,11517.616113744076,7977.336492890995
4870,RMS,12726.661016949152,7973.042372881356
4871,RMS,12989.323624595469,7979.741100323625
4872,GCL/IPL,14089.867469879518,7977.863453815261
4873,GCL/IPL,14273.89021956088,7982.449101796407
4874,MCL,11077.059405940594,7977.465346534654
4875,GCL/IPL,11608.514285714286,7979.691428571428
4876,RMS,12057.410788381743,7985.676348547718
4877,RMS,12518.787096774193,7980.109677419355
4878,RMS,12747.32,7974.026666666667
4879,RMS,13649.299145299145,7977.076923076923
4880,RMS,13697.598513011151,7982.133828996282
4881,GCL/IPL,14304.577319587628,7975.845360824742
4882,EPL,11053.801843317971,7980.400921658987
4883,GCL/IPL,11215.06611570248,7979.710743801653
4884,GCL/IPL,11707.85020242915,7978.635627530364
4885,RMS,12493.286995515697,7982.448430493274
4886,RMS,12684.331288343556,7978.723926380368
4887,RMS,12798.26875,7985.865625
4888,RMS,13307.77743902439,7986.085365853659
4889,RMS,13558.292307692309,7981.005128205128
4890,GCL/IPL,14115.906542056076,7979.308411214954
4891,GL,14731.257352941177,7976.47794117647
4892,EPL,10984.317073170732,7984.648780487805
4893,GCL/IPL,11558.959641255606,7979.923766816143
4894,RMS,12549.103773584906,7978.669811320755
4895,RMS,12583.302197802195,7979.489010989011
4896,RMS,12622.46153846154,7979.25
4897,RMS,12660.262711864409,7979.703389830508
4898,GCL/IPL,14237.83511777302,7988.426124197002
4899,MCL,14406.097701149423,7980.206896551724
4900,GL,14685.55905511811,7981.96062992126
4901,GL,14711.251908396947,7980.824427480916
4902,MCL,11137.179930795848,7988.301038062284
4903,GCL/IPL,11445.56647398844,7983.57225433526
4904,GCL/IPL,11635.349112426036,7982.360946745562
4905,RMS,12856.014285714286,7994.278571428571
4906,RMS,13056.387283236994,7987.505780346821
4907,RMS,13532.277192982456,7987.733333333334
4908,GCL/IPL,13911.558935361216,7988.574144486692
4909,GCL/IPL,11284.67543859649,7994.903508771929
4910,GCL/IPL,11582.855895196506,7987.982532751092
4911,GCL/IPL,11839.553333333331,7986.99
4912,RMS,12461.2144638404,7994.750623441397
4913,RMS,12604.765957446809,7987.478723404255
4914,RMS,12642.601307189543,7985.941176470588
4915,MCL,11115.508515815083,7992.165450121654
4916,GCL/IPL,11317.83276450512,7988.310580204778
4917,GCL/IPL,11676.52614379085,7988.627450980392
4918,GCL/IPL,11935.392070484582,7987.167400881057
4919,GCL/IPL,11996.636363636364,7991.9304812834225
4920,RMS,12110.439024390244,7983.378048780488
4921,RMS,12368.308695652177,7990.134782608696
4922,RMS,12878.758333333331,7990.741666666667
4923,RMS,13408.498507462686,7993.179104477612
4924,RMS,13604.263157894737,7984.184210526316
4925,GCL/IPL,13881.577380952382,7991.985119047619
4926,GCL/IPL,14069.54074074074,7986.281481481482
4927,EPL,14438.626794258373,7986.909090909091
4928,EPL,10899.127659574468,7990.374468085106
4929,GCL/IPL,11226.7,7993.466666666666
4930,GCL/IPL,11386.124423963134,7993.6336405529955
4931,RMS,13459.607843137255,7991.848039215686
4932,GCL/IPL,14130.231012658229,7993.335443037975
4933,GCL/IPL,14333.24734982332,7990.067137809187
4934,EPL,14610.823529411764,7987.950980392156
4935,ONL,10447.22009569378,7996.703349282297
4936,EPL,10808.761904761905,7996.685714285714
4937,RMS,12396.78431372549,7992.105882352941
4938,RMS,12926.658823529411,7989.082352941176
4939,RMS,13477.369565217392,7991.014492753623
4940,RMS,13734.20618556701,7987.391752577319
4941,MCL,14383.40807174888,7992.443946188341
4942,ONL,10587.09223300971,7996.650485436893
4943,MCL,11157.046920821114,7997.087976539589
4944,GCL/IPL,11723.385214007782,7993.933852140078
4945,GCL/IPL,11785.55023923445,7996.105263157895
4946,RMS,12222.006329113923,7999.590717299578
4947,RMS,12724.829842931937,7998.0837696335075
4948,RMS,12754.200573065902,7999.229226361032
4949,RMS,12780.289361702127,7997.544680851064
4950,RMS,12905.31746031746,7991.412698412699
4951,RMS,12964.33952254642,7994.960212201591
4952,RMS,13751.439024390244,7989.0
4953,GCL/IPL,14046.894736842103,7993.9617224880385
4954,GCL/IPL,14296.792592592592,7992.081481481481
4955,ONL,10620.632653061224,7997.884353741497
4956,GCL/IPL,11258.280701754386,8005.125730994152
4957,GCL/IPL,11454.110714285714,8000.792857142857
4958,GCL/IPL,11476.016129032258,8000.170967741936
4959,RMS,12086.87027027027,7993.097297297298
4960,RMS,12829.417670682731,7994.722891566265
4961,RMS,13192.725440806043,7999.231738035264
4962,RMS,13644.857142857143,7999.766666666666
4963,GCL/IPL,14089.581395348838,7994.139534883721
4964,GCL/IPL,11748.179487179486,7993.01282051282
4965,GCL/IPL,12019.985507246376,8002.014492753623
4966,RMS,12335.832142857143,8003.55
4967,RMS,12540.739795918367,8001.290816326531
4968,RMS,12583.743169398907,8000.338797814207
4969,RMS,13099.811320754718,7995.5
4970,RMS,13443.664556962023,7996.373417721519
4971,GCL/IPL,14161.108401084011,8000.872628726287
4972,EPL,10915.139344262296,8000.663934426229
4973,GCL/IPL,11199.64505119454,8002.863481228669
4974,GCL/IPL,11340.794188861986,8004.394673123486
4975,GCL/IPL,11656.954285714286,8000.068571428571
4976,GCL/IPL,11803.724696356276,8003.1983805668015
4977,GCL/IPL,11866.299145299145,8000.320512820513
4978,RMS,12142.357142857143,8004.956043956044
4979,RMS,12197.1640625,7999.1796875
4980,RMS,12688.764705882351,7996.7764705882355
4981,RMS,12704.883333333331,8009.15
4982,RMS,13498.720930232555,7999.436046511628
4983,RMS,13778.236111111111,7993.958333333333
4984,GCL/IPL,14009.051470588236,7998.39705882353
4985,GCL/IPL,14027.793103448275,8002.544827586207
4986,GL,14699.43213296399,8002.274238227147
4987,GCL/IPL,11559.801526717558,7996.603053435115
4988,GCL/IPL,11902.490196078432,7999.049019607844
4989,RMS,13603.004255319149,8002.863829787234
4990,GCL/IPL,13943.78205128205,8002.166666666667
4991,GCL/IPL,13967.717717717718,8003.189189189189
4992,EPL,10788.671428571428,8003.957142857143
4993,GCL/IPL,11512.102272727272,8003.272727272727
4994,GCL/IPL,11622.25,8008.734375
4995,RMS,12174.388888888889,8002.847222222223
4996,RMS,12668.986175115208,8003.304147465437
4997,RMS,13042.538095238097,8003.728571428572
4998,RMS,13153.407692307692,8000.1461538461535
4999,RMS,13280.351351351352,8004.567567567567
5000,RMS,13565.075376884422,8006.130653266332
5001,RMS,13718.072289156626,8001.156626506024
5002,GCL/IPL,14247.811946902655,8013.661504424779
5003,GCL/IPL,14271.690647482015,8005.956834532374
5004,GCL/IPL,11410.366459627328,8027.743788819876
5005,GCL/IPL,11847.4802259887,8005.71186440678
5006,RMS,12645.853174603177,8009.662698412699
5007,RMS,13245.0,8002.8375
5008,RMS,13375.260869565218,8004.905797101449
5009,GCL/IPL,11919.754385964912,8006.271929824561
5010,RMS,13168.020689655172,8008.08275862069
5011,GCL/IPL,14134.963099630995,8013.169741697417
5012,GCL/IPL,14312.206581352832,8017.901279707496
5013,GCL/IPL,14373.733333333334,8005.716666666666
5014,MCL,14408.266467065869,8007.104790419162
5015,MCL,14434.066945606695,8006.276150627615
5016,EPL,10983.98275862069,8006.163793103448
5017,GCL/IPL,11237.031746031746,8009.079365079365
5018,GCL/IPL,11962.284046692606,8011.334630350195
5019,RMS,12915.850299401198,8006.74251497006
5020,RMS,13267.881720430109,8008.634408602151
5021,RMS,13742.985645933017,8009.612440191388
5022,GCL/IPL,14105.09090909091,8008.781818181818
5023,EPL,10819.935483870968,8009.16129032258
5024,GCL/IPL,11270.987421383648,8013.163522012579
5025,GCL/IPL,11307.684027777776,8016.21875
5026,GCL/IPL,11733.883211678833,8010.036496350365
5027,GCL/IPL,11886.664516129033,8010.006451612903
5028,RMS,12367.51832460733,8010.712041884817
5029,RMS,12434.014925373134,8009.014925373134
5030,RMS,12875.033707865168,8009.5842696629215
5031,RMS,13063.773333333333,8014.943333333334
5032,RMS,13096.698113207549,8013.012578616353
5033,RMS,13228.3231292517,8012.772108843537
5034,RMS,13528.238095238095,8007.642857142857
5035,GCL/IPL,13894.098143236077,8021.342175066313
5036,GCL/IPL,14336.245901639344,8007.491803278688
5037,EPL,14461.744736842104,8017.865789473684
5038,EPL,10853.344086021503,8015.897849462365
5039,RMS,12499.9375,8015.475
5040,RMS,13023.092857142858,8019.97380952381
5041,RMS,13402.06043956044,8012.010989010989
5042,GCL/IPL,13911.687150837988,8010.620111731843
5043,GL,10726.932515337425,8029.098159509203
5044,EPL,10773.45652173913,8014.184782608696
5045,MCL,11176.911719939117,8031.713850837138
5046,GCL/IPL,11677.733108108108,8015.003378378378
5047,GCL/IPL,11705.59523809524,8013.392857142857
5048,GCL/IPL,12002.523076923077,8012.738461538462
5049,RMS,13124.221153846154,8013.923076923077
5050,RMS,13318.932258064517,8021.812903225807
5051,RMS,13341.797101449276,8014.507246376812
5052,RMS,13621.372549019608,8014.656862745098
5053,RMS,13770.593220338984,8011.186440677966
5054,EPL,14599.58695652174,8013.260869565217
5055,ONL,10634.847457627118,8025.576271186441
5056,EPL,10838.306878306876,8027.111111111111
5057,GCL/IPL,11492.271428571428,8014.7
5058,RMS,12398.82438016529,8029.090909090909
5059,RMS,12549.475285171102,8021.520912547528
5060,RMS,12683.126126126126,8021.171171171171
5061,RMS,12744.770833333334,8017.395833333333
5062,RMS,12794.131868131868,8016.115384615385
5063,RMS,13483.471502590672,8021.730569948187
5064,RMS,13538.004672897196,8025.771028037383
5065,RMS,13592.378531073446,8018.819209039548
5066,RMS,13685.40758293839,8020.303317535545
5067,RMS,13717.239043824702,8021.14342629482
5068,GCL/IPL,13796.917241379311,8014.048275862069
5069,GCL/IPL,14063.410480349345,8026.017467248908
5070,EPL,10946.546511627908,8019.023255813953
5071,GCL/IPL,11387.532258064515,8023.129032258064
5072,GCL/IPL,11533.96918767507,8026.885154061624
5073,GCL/IPL,11759.719806763283,8022.555555555556
5074,GCL/IPL,11863.16923076923,8021.530769230769
5075,RMS,12246.27380952381,8016.452380952381
5076,RMS,12609.695340501792,8023.949820788531
5077,RMS,13150.03125,8026.753472222223
5078,EPL,14670.078014184395,8018.31914893617
5079,ONL,10590.858823529412,8022.4
5080,MCL,11155.092715231787,8019.834437086092
5081,GCL/IPL,11446.767441860466,8022.424418604651
5082,GCL/IPL,11596.6,8018.16
